;;;;;;;;;;;;x,,,,,,,,,,,,,
return_core_on_title;Enable 'Return Cores' decisions;;;;;;;;;;;;x,,
return_cores_BIA_desc;We hold provinces that Igbo-Benue has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BLC_title;Return cores to Makran;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BLC_desc;We hold provinces that Makran has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BNJ_title;Return cores to Banjar;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BNJ_desc;We hold provinces that Banjar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BOH_title;Return cores to Bohemia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BOH_desc;We hold provinces that Bohemia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BOS_title;Return cores to Bosnia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BOS_desc;We hold provinces that Bosnia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRG_title;Return cores to Burgundy;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRG_desc;We hold provinces that Burgundy has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRU_title;Return cores to Brunei;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRU_desc;We hold provinces that Brunei has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRY_title;Return cores to Buryatia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRY_desc;We hold provinces that Buryatia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BSK_title;Return cores to Bashkiria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BSK_desc;We hold provinces that Bashkiria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BTN_title;Return cores to Buton;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BTN_desc;We hold provinces that Buton has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BTU_title;Return cores to Butuan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BTU_desc;We hold provinces that Butuan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BUN_title;Return cores to Bundelkhand;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BUN_desc;We hold provinces that Bundelkhand has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BYZ_title;Return cores to Byzantium;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BYZ_desc;We hold provinces that Byzantium has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAB_title;Return cores to Carib;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAB_desc;We hold provinces that Carib has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAD_title;Return cores to Caddo;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAD_desc;We hold provinces that Caddo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAM_title;Return cores to Khmer;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAM_desc;We hold provinces that Khmer has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAQ_title;Return cores to Casqui;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAQ_desc;We hold provinces that Casqui has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CCQ_title;Return cores to Calchaqui;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CCQ_desc;We hold provinces that Calchaqui has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CCW_title;Return cores to Choctaw;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CCW_desc;We hold provinces that Choctaw has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CDL_title;Return cores to Dali;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CDL_desc;We hold provinces that Dali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CEQ_title;Return cores to Hy Brazil;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CEQ_desc;We hold provinces that Hy Brazil has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CGS_title;Return cores to Changsheng;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CGS_desc;We hold provinces that Changsheng has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHA_title;Return cores to Champa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHA_desc;We hold provinces that Champa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHC_title;Return cores to Chu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHC_desc;We hold provinces that Chu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHG_title;Return cores to Chagatai;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHG_desc;We hold provinces that Chagatai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHK_title;Return cores to Champasak;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHK_desc;We hold provinces that Champasak has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHM_title;Return cores to Chimu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHM_desc;We hold provinces that Chimu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHN_title;Return cores to Chickasaw;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHN_desc;We hold provinces that Chickasaw has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHV_title;Return cores to Chavchuveny;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHV_desc;We hold provinces that Chavchuveny has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CIR_title;Return cores to Circassia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CIR_desc;We hold provinces that Circassia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CKW_title;Return cores to Chokwe;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CKW_desc;We hold provinces that Chokwe has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CLM_title;Return cores to Veneziella;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CLM_desc;We hold provinces that Veneziella has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_COF_title;Return cores to Cofitachequi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_COF_desc;We hold provinces that Cofitachequi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRA_title;Return cores to Charca;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRA_desc;We hold provinces that Charca has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRB_title;Return cores to Indie Occidentali;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRB_desc;We hold provinces that Indie Occidentali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CSH_title;Return cores to Shun;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CSH_desc;We hold provinces that Shun has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CST_title;Return cores to Castile;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CST_desc;We hold provinces that Castile has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CSU_title;Return cores to Cusco;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CSU_desc;We hold provinces that Cusco has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CUA_title;Return cores to Charrua;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CUA_desc;We hold provinces that Charrua has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CUB_title;Return cores to Nova Lisboa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CUB_desc;We hold provinces that Nova Lisboa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CWU_title;Return cores to Wu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CWU_desc;We hold provinces that Wu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CXI_title;Return cores to Xi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CXI_desc;We hold provinces that Xi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DAH_title;Return cores to Dahomey;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DAH_desc;We hold provinces that Dahomey has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DAI_title;Return cores to Dai Viet;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DAI_desc;We hold provinces that Dai Viet has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DAR_title;Return cores to Darfur;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DAR_desc;We hold provinces that Darfur has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DAU_title;Return cores to Dauphine;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DAU_desc;We hold provinces that Dauphine has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DLH_title;Return cores to Delhi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DLH_desc;We hold provinces that Delhi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_EGY_title;Return cores to Campinas;;;;;;;;;;;;;;;;;;;;x,,
return_cores_EGY_desc;We hold provinces that Campinas has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ENG_title;Return cores to Britannia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ENG_desc;We hold provinces that Britannia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FEO_title;Return cores to Theodoro;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FEO_desc;We hold provinces that Theodoro has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FER_title;Return cores to Ferrara;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FER_desc;We hold provinces that Ferrara has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FIN_title;Return cores to Finland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FIN_desc;We hold provinces that Finland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FJL_title;Return cores to Lau;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FJL_desc;We hold provinces that Lau has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FRA_title;Return cores to France;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FRA_desc;We hold provinces that France has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GBU_title;Return cores to Kaabu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GBU_desc;We hold provinces that Kaabu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GDW_title;Return cores to Gondwana;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GDW_desc;We hold provinces that Gondwana has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GEN_title;Return cores to Genoa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GEN_desc;We hold provinces that Genoa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GEO_title;Return cores to Georgia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GEO_desc;We hold provinces that Georgia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GOC_title;Return cores to Golkonda;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GOC_desc;We hold provinces that Golkonda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRE_title;Return cores to Greece;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRE_desc;We hold provinces that Greece has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRH_title;Return cores to Great Horde;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRH_desc;We hold provinces that Great Horde has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRI_title;Return cores to Guarani;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRI_desc;We hold provinces that Guarani has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GUR_title;Return cores to Gurma;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GUR_desc;We hold provinces that Gurma has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HAI_title;Return cores to Rattonshaven;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HAI_desc;We hold provinces that Rattonshaven has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HAR_title;Return cores to Harar;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HAR_desc;We hold provinces that Harar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HAU_title;Return cores to Hausa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HAU_desc;We hold provinces that Hausa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HAW_title;Return cores to Hawai'i;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HAW_desc;We hold provinces that Hawai'i has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HOD_title;Return cores to Khodynt;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HOD_desc;We hold provinces that Khodynt has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HUA_title;Return cores to Huai;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HUA_desc;We hold provinces that Huai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HUN_title;Return cores to Hungary;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HUN_desc;We hold provinces that Hungary has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HUR_title;Return cores to Huron;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HUR_desc;We hold provinces that Huron has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ICL_title;Return cores to Iceland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ICL_desc;We hold provinces that Iceland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ILL_title;Return cores to Illiniwek;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ILL_desc;We hold provinces that Illiniwek has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_INN_title;Return cores to Innu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_INN_desc;We hold provinces that Innu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_IRE_title;Return cores to Ireland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_IRE_desc;We hold provinces that Ireland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_IRO_title;Return cores to Iroquois;;;;;;;;;;;;;;;;;;;;x,,
return_cores_IRO_desc;We hold provinces that Iroquois has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ITA_title;Return cores to Italy;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ITA_desc;We hold provinces that Italy has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JAM_title;Return cores to Ynysoedd Cymraeg;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JAM_desc;We hold provinces that Ynysoedd Cymraeg has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JGD_title;Return cores to Junagarh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JGD_desc;We hold provinces that Junagarh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JIM_title;Return cores to Jimma;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JIM_desc;We hold provinces that Jimma has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JIN_title;Return cores to Jin;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JIN_desc;We hold provinces that Jin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KAF_title;Return cores to Kaffa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KAF_desc;We hold provinces that Kaffa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KAS_title;Return cores to Kashmir;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KAS_desc;We hold provinces that Kashmir has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KAZ_title;Return cores to Kazakh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KAZ_desc;We hold provinces that Kazakh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KBO_title;Return cores to Kanem;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KBO_desc;We hold provinces that Kanem has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KHA_title;Return cores to Mongolia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KHA_desc;We hold provinces that Mongolia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KHO_title;Return cores to Khorasan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KHO_desc;We hold provinces that Khorasan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KIE_title;Return cores to Kiev;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KIE_desc;We hold provinces that Kiev has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KIK_title;Return cores to Kikondja;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KIK_desc;We hold provinces that Kikondja has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KLD_title;Return cores to Kalundwe;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KLD_desc;We hold provinces that Kalundwe has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KLK_title;Return cores to Khalkha;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KLK_desc;We hold provinces that Khalkha has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KMC_title;Return cores to Kamchadals;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KMC_desc;We hold provinces that Kamchadals has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KNG_title;Return cores to Kong;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KNG_desc;We hold provinces that Kong has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KON_title;Return cores to Kongo;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KON_desc;We hold provinces that Kongo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KOR_title;Return cores to Korea;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KOR_desc;We hold provinces that Korea has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KRC_title;Return cores to Korchin;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KRC_desc;We hold provinces that Korchin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KSJ_title;Return cores to Kasanje;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KSJ_desc;We hold provinces that Kasanje has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KTI_title;Return cores to Kutai;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KTI_desc;We hold provinces that Kutai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KUB_title;Return cores to Kuba;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KUB_desc;We hold provinces that Kuba has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KZB_title;Return cores to Kazembe;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KZB_desc;We hold provinces that Kazembe has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KZN_title;Return cores to Kazan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KZN_desc;We hold provinces that Kazan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_LBA_title;Return cores to Luba;;;;;;;;;;;;;;;;;;;;x,,
return_cores_LBA_desc;We hold provinces that Luba has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_LIT_title;Return cores to Lithuania;;;;;;;;;;;;;;;;;;;;x,,
